Id,Contact Owner Name,Created Time,Modified Time,Invalid Contact Dates
5805028000003954229,Bob Brown,2023-08-06 11:22:00,2024-04-12 16:23:00,False
5805028000003954440,Bob Brown,2023-08-06 21:33:00,2023-08-06 21:38:00,False
5805028000003957683,Bob Brown,2023-08-06 22:40:00,2024-05-26 10:16:00,False
5805028000003959027,Ulysses Adams,2023-08-05 12:26:00,2023-11-24 15:03:00,False
5805028000003961526,Ian Miller,2023-08-06 17:21:00,2024-05-08 07:05:00,False
5805028000003966221,Ulysses Adams,2023-08-06 06:53:00,2024-03-29 17:34:00,False
5805028000003971539,Bob Brown,2023-08-07 01:09:00,2024-02-08 15:48:00,False
5805028000004088585,Bob Brown,2023-08-09 11:42:00,2023-09-13 06:57:00,False
5805028000004092445,Ulysses Adams,2023-08-09 13:05:00,2024-06-10 09:00:00,False
5805028000004106113,Bob Brown,2023-08-08 07:15:00,2023-08-30 11:39:00,False
5805028000004106602,Ulysses Adams,2023-08-09 00:29:00,2024-02-02 08:54:00,False
5805028000004110397,Ulysses Adams,2023-08-08 22:58:00,2024-03-15 09:28:00,False
5805028000004130492,Ulysses Adams,2023-08-09 11:00:00,2023-08-09 11:21:00,False
5805028000004132505,Diana Evans,2023-08-09 00:20:00,2023-08-09 13:24:00,False
5805028000004149080,Bob Brown,2023-08-08 09:06:00,2024-01-08 11:50:00,False
5805028000004250042,Ian Miller,2023-08-09 15:02:00,2023-09-14 11:12:00,False
5805028000004302281,Bob Brown,2023-08-10 17:14:00,2023-08-10 17:14:00,False
5805028000004306212,Ulysses Adams,2023-08-10 09:55:00,2024-06-14 13:57:00,False
5805028000004310131,Bob Brown,2023-08-10 08:59:00,2023-08-10 08:59:00,False
5805028000004323001,Ulysses Adams,2023-08-09 17:27:00,2023-08-25 09:02:00,False
5805028000004333294,Ulysses Adams,2023-08-10 17:28:00,2023-09-08 12:32:00,False
5805028000004356125,Bob Brown,2023-08-09 22:10:00,2023-08-10 10:52:00,False
5805028000004405059,Bob Brown,2023-08-10 19:04:00,2023-08-10 19:06:00,False
5805028000004488175,Bob Brown,2023-08-11 08:52:00,2023-08-11 08:52:00,False
5805028000004559112,Bob Brown,2023-08-12 10:50:00,2024-04-12 12:34:00,False
5805028000004559484,Bob Brown,2023-08-13 14:57:00,2023-08-26 15:39:00,False
5805028000004561698,Julia Nelson,2023-08-14 01:12:00,2024-06-03 10:32:00,False
5805028000004567629,Yara Edwards,2023-08-14 08:45:00,2024-02-04 19:02:00,False
5805028000004572623,Bob Brown,2023-08-13 15:33:00,2023-08-13 15:33:00,False
5805028000004572702,Ulysses Adams,2023-08-13 18:51:00,2024-02-16 11:23:00,False
5805028000004578237,Diana Evans,2023-08-12 14:32:00,2023-08-12 14:35:00,False
5805028000004578657,Jane Smith,2023-08-14 18:28:00,2023-08-17 14:10:00,False
5805028000004580975,Diana Evans,2023-08-15 13:41:00,2023-08-15 16:38:00,False
5805028000004581669,Bob Brown,2023-08-14 03:37:00,2024-06-14 23:03:00,False
5805028000004581934,Charlie Davis,2023-08-15 09:12:00,2023-08-17 13:05:00,False
5805028000004593436,Kevin Parker,2023-08-13 13:27:00,2024-02-02 13:53:00,False
5805028000004598666,Amy Green,2023-08-13 22:19:00,2024-02-20 15:17:00,False
5805028000004606101,Ulysses Adams,2023-08-12 15:59:00,2023-08-15 18:08:00,False
5805028000004705095,Victor Barnes,2023-08-15 09:37:00,2024-06-20 10:03:00,False
5805028000004705195,Charlie Davis,2023-08-15 10:56:00,2024-01-14 14:12:00,False
5805028000004729127,Charlie Davis,2023-08-15 18:53:00,2023-08-18 13:56:00,False
5805028000004747367,Jane Smith,2023-08-16 01:40:00,2023-10-23 11:13:00,False
5805028000004841041,Jane Smith,2023-08-16 15:28:00,2023-08-20 21:48:00,False
5805028000004860084,Bob Brown,2023-08-16 17:32:00,2024-06-11 22:14:00,False
5805028000004862132,Bob Brown,2023-08-17 07:24:00,2024-06-09 13:05:00,False
5805028000004863423,Bob Brown,2023-08-17 01:28:00,2023-08-17 01:28:00,False
5805028000004910006,Kevin Parker,2023-08-17 10:47:00,2023-10-27 17:33:00,False
5805028000004999128,Jane Smith,2023-08-17 19:19:00,2023-08-18 16:06:00,False
5805028000005005266,Diana Evans,2023-08-18 10:47:00,2023-12-02 21:23:00,False
5805028000005026234,Diana Evans,2023-08-18 14:17:00,2023-08-18 14:17:00,False
5805028000005102024,Charlie Davis,2023-08-18 14:57:00,2023-08-18 17:59:00,False
5805028000005124061,Kevin Parker,2023-08-18 17:23:00,2024-02-02 10:24:00,False
5805028000005153065,Ulysses Adams,2023-08-19 09:17:00,2024-06-11 13:53:00,False
5805028000005153321,Charlie Davis,2023-08-20 09:41:00,2024-06-11 07:14:00,False
5805028000005154088,Charlie Davis,2023-08-19 11:09:00,2023-08-31 12:48:00,False
5805028000005155640,Jane Smith,2023-08-20 13:19:00,2023-08-20 13:19:00,False
5805028000005185460,Charlie Davis,2023-08-20 09:09:00,2024-03-20 10:36:00,False
5805028000005188569,Charlie Davis,2023-08-20 04:50:00,2024-06-12 23:38:00,False
5805028000005195439,Kevin Parker,2023-08-19 21:51:00,2023-09-14 12:38:00,False
5805028000005254789,Kevin Parker,2023-08-22 06:29:00,2023-09-14 12:38:00,False
5805028000005254908,Julia Nelson,2023-08-22 08:43:00,2023-09-14 13:54:00,False
5805028000005262341,Ulysses Adams,2023-08-21 11:19:00,2023-08-21 14:01:00,False
5805028000005267156,Ulysses Adams,2023-08-21 09:23:00,2023-08-24 22:02:00,False
5805028000005268612,Paula Underwood,2023-08-21 14:52:00,2024-01-19 17:23:00,False
5805028000005274669,Kevin Parker,2023-08-22 10:58:00,2023-09-14 12:38:00,False
5805028000005277095,Jane Smith,2023-08-21 10:51:00,2023-09-14 12:42:00,False
5805028000005285611,Ulysses Adams,2023-08-21 16:08:00,2024-04-17 07:16:00,False
5805028000005288631,Ulysses Adams,2023-08-22 06:23:00,2023-08-24 21:06:00,False
5805028000005378077,Julia Nelson,2023-08-22 17:41:00,2023-09-14 11:28:00,False
5805028000005428225,Julia Nelson,2023-08-23 09:38:00,2024-04-13 14:14:00,False
5805028000005438064,Charlie Davis,2023-08-23 03:12:00,2023-09-10 19:06:00,False
5805028000005448163,Julia Nelson,2023-08-23 13:40:00,2024-06-10 15:52:00,False
5805028000005453123,Charlie Davis,2023-08-23 10:24:00,2023-08-23 10:24:00,False
5805028000005478151,Jane Smith,2023-08-23 13:33:00,2023-08-23 13:33:00,False
5805028000005602101,Jane Smith,2023-08-23 23:32:00,2023-08-24 11:14:00,False
5805028000005608130,Ulysses Adams,2023-08-24 07:53:00,2023-09-13 18:53:00,False
5805028000005612081,Amy Green,2023-08-23 23:43:00,2024-05-10 16:26:00,False
5805028000005614074,Jane Smith,2023-08-24 01:14:00,2023-08-24 11:20:00,False
5805028000005614110,Charlie Davis,2023-08-24 07:01:00,2023-10-31 19:07:00,False
5805028000005670016,Paula Underwood,2023-08-24 12:32:00,2024-06-12 14:06:00,False
5805028000005697182,Charlie Davis,2023-08-24 18:27:00,2023-08-24 18:27:00,False
5805028000005772191,Diana Evans,2023-08-25 08:10:00,2023-08-25 08:10:00,False
5805028000005783053,Ulysses Adams,2023-08-24 21:10:00,2023-09-11 22:35:00,False
5805028000005786198,Ian Miller,2023-08-25 11:07:00,2023-10-26 12:49:00,False
5805028000005818063,Ulysses Adams,2023-08-25 16:38:00,2023-09-28 14:42:00,False
5805028000005833296,Charlie Davis,2023-08-26 12:26:00,2023-11-18 18:09:00,False
5805028000005852680,Charlie Davis,2023-08-26 22:32:00,2023-09-22 13:59:00,False
5805028000005853351,Yara Edwards,2023-08-26 20:32:00,2024-05-22 21:19:00,False
5805028000005854301,Yara Edwards,2023-08-25 23:16:00,2024-05-22 17:01:00,False
5805028000005932267,Jane Smith,2023-08-27 23:01:00,2023-08-28 12:03:00,False
5805028000005939384,Nina Scott,2023-08-28 09:43:00,2024-01-04 14:15:00,False
5805028000005999144,Ulysses Adams,2023-08-29 01:53:00,2023-09-26 20:26:00,False
5805028000005999213,Jane Smith,2023-08-29 13:22:00,2023-08-29 13:22:00,False
5805028000006010198,Jane Smith,2023-08-29 01:01:00,2023-09-04 13:05:00,False
5805028000006016001,Bob Brown,2023-08-28 12:40:00,2023-08-28 12:40:00,False
5805028000006018243,Jane Smith,2023-08-28 18:55:00,2023-08-28 19:55:00,False
5805028000006023058,Ulysses Adams,2023-08-28 17:56:00,2023-09-29 14:43:00,False
5805028000006093001,Ulysses Adams,2023-08-29 14:02:00,2024-02-03 18:36:00,False
5805028000006176006,Jane Smith,2023-08-29 22:35:00,2023-08-29 22:39:00,False
5805028000006226001,Bob Brown,2023-08-30 07:17:00,2023-08-30 07:17:00,False
5805028000006285011,Ulysses Adams,2023-08-30 11:16:00,2024-06-15 16:09:00,False
5805028000006303060,Ulysses Adams,2023-08-30 14:08:00,2023-09-27 15:49:00,False
5805028000006307099,Diana Evans,2023-08-30 13:24:00,2023-10-29 14:49:00,False
5805028000006308001,Jane Smith,2023-08-30 10:59:00,2023-08-31 12:36:00,False
5805028000006434006,Diana Evans,2023-09-01 10:01:00,2023-09-01 11:00:00,False
5805028000006508050,Jane Smith,2023-09-01 21:29:00,2023-12-14 20:46:00,False
5805028000006511066,George King,2023-09-01 17:55:00,2023-09-24 22:37:00,False
5805028000006513260,Jane Smith,2023-09-02 20:29:00,2023-11-06 10:46:00,False
5805028000006513452,Ulysses Adams,2023-09-04 08:00:00,2023-09-14 17:47:00,False
5805028000006526118,Paula Underwood,2023-09-01 23:31:00,2024-05-22 13:44:00,False
5805028000006547316,Kevin Parker,2023-09-03 17:36:00,2024-01-14 12:58:00,False
5805028000006620093,Ulysses Adams,2023-09-04 16:18:00,2023-09-04 16:21:00,False
5805028000006620232,Julia Nelson,2023-09-04 20:08:00,2023-09-29 12:25:00,False
5805028000006633230,Ulysses Adams,2023-09-04 21:28:00,2024-02-21 22:08:00,False
5805028000006638037,Ulysses Adams,2023-09-04 12:50:00,2024-06-17 01:16:00,False
5805028000006654358,George King,2023-09-04 19:53:00,2023-09-05 13:13:00,False
5805028000006809252,Ulysses Adams,2023-09-06 21:31:00,2024-05-06 21:28:00,False
5805028000006811408,George King,2023-09-06 21:38:00,2023-09-12 22:47:00,False
5805028000006832213,Ulysses Adams,2023-09-06 16:26:00,2024-04-25 16:06:00,False
5805028000006946042,Yara Edwards,2023-09-07 09:38:00,2024-04-14 05:20:00,False
5805028000007010124,George King,2023-09-08 02:10:00,2023-09-08 02:10:00,False
5805028000007037001,George King,2023-09-07 17:38:00,2023-09-07 17:43:00,False
5805028000007082497,Jane Smith,2023-09-10 10:05:00,2023-09-10 10:07:00,False
5805028000007082779,Jane Smith,2023-09-11 12:20:00,2023-09-11 18:49:00,False
5805028000007086588,Jane Smith,2023-09-10 10:52:00,2023-09-10 10:52:00,False
5805028000007087462,Jane Smith,2023-09-10 11:18:00,2024-03-14 18:54:00,False
5805028000007087666,Charlie Davis,2023-09-10 20:17:00,2023-09-10 20:19:00,False
5805028000007089425,Kevin Parker,2023-09-10 09:26:00,2023-10-30 14:56:00,False
5805028000007090663,Ulysses Adams,2023-09-11 00:50:00,2024-02-26 23:40:00,False
5805028000007093246,Jane Smith,2023-09-09 00:53:00,2023-09-09 12:18:00,False
5805028000007093904,Ulysses Adams,2023-09-11 17:56:00,2023-09-14 14:37:00,False
5805028000007094001,George King,2023-09-08 09:58:00,2023-09-08 13:33:00,False
5805028000007102201,Charlie Davis,2023-09-08 22:53:00,2023-09-09 15:20:00,False
5805028000007107467,Charlie Davis,2023-09-10 16:09:00,2023-09-10 16:11:00,False
5805028000007218219,Ulysses Adams,2023-09-12 16:12:00,2023-09-13 09:58:00,False
5805028000007223158,George King,2023-09-12 12:44:00,2024-04-08 18:41:00,False
5805028000007227243,Diana Evans,2023-09-12 12:26:00,2023-11-27 10:07:00,False
5805028000007238248,Charlie Davis,2023-09-12 15:06:00,2023-09-12 15:11:00,False
5805028000007327089,Jane Smith,2023-09-12 22:01:00,2024-01-16 09:57:00,False
5805028000007386001,Jane Smith,2023-09-12 23:07:00,2024-01-18 00:30:00,False
5805028000007409076,Jane Smith,2023-09-13 09:07:00,2023-11-23 08:37:00,False
5805028000007481133,Diana Evans,2023-09-13 17:37:00,2023-09-13 17:42:00,False
5805028000007492238,Jane Smith,2023-09-13 19:00:00,2023-09-13 19:05:00,False
5805028000007496207,Jane Smith,2023-09-13 17:24:00,2023-09-13 17:24:00,False
5805028000007570001,Ulysses Adams,2023-09-13 23:39:00,2024-06-16 13:17:00,False
5805028000007649149,Ulysses Adams,2023-09-14 15:50:00,2024-05-08 10:39:00,False
5805028000007653015,Jane Smith,2023-09-14 12:53:00,2023-10-02 15:34:00,False
5805028000007769046,Ulysses Adams,2023-09-14 19:22:00,2024-05-10 09:18:00,False
5805028000007778081,Ulysses Adams,2023-09-14 22:38:00,2023-09-14 22:39:00,False
5805028000007822300,George King,2023-09-15 18:52:00,2023-11-20 17:30:00,False
5805028000007822682,Julia Nelson,2023-09-16 08:57:00,2024-04-09 14:04:00,False
5805028000007822911,Julia Nelson,2023-09-16 22:30:00,2024-04-11 20:37:00,False
5805028000007825631,Jane Smith,2023-09-17 10:42:00,2023-09-17 10:42:00,False
5805028000007842632,Jane Smith,2023-09-16 13:19:00,2023-10-21 10:32:00,False
5805028000007846891,Charlie Davis,2023-09-16 18:55:00,2024-02-14 10:48:00,False
5805028000007855880,Oliver Taylor,2023-09-17 00:39:00,2024-01-11 13:49:00,False
5805028000007861173,Bob Brown,2023-09-15 16:34:00,2023-10-16 09:15:00,False
5805028000007861968,Amy Green,2023-09-18 02:36:00,2024-04-11 21:36:00,False
5805028000007866898,Ulysses Adams,2023-09-18 00:52:00,2023-09-21 12:48:00,False
5805028000007963390,Ulysses Adams,2023-09-18 11:50:00,2023-09-18 11:51:00,False
5805028000007964224,Julia Nelson,2023-09-17 17:55:00,2024-05-15 14:13:00,False
5805028000007964432,Ulysses Adams,2023-09-18 09:27:00,2024-01-18 15:37:00,False
5805028000007974158,Mason Roberts,2023-09-18 00:13:00,2023-10-16 13:30:00,False
5805028000007983009,Jane Smith,2023-09-18 08:35:00,2024-01-11 19:00:00,False
5805028000008015029,Jane Smith,2023-09-18 18:04:00,2023-09-18 18:58:00,False
5805028000008016116,Diana Evans,2023-09-18 21:34:00,2023-09-18 21:34:00,False
5805028000008017270,Eva Kent,2023-09-19 14:43:00,2024-05-18 15:36:00,False
5805028000008018020,George King,2023-09-18 19:37:00,2024-04-08 20:08:00,False
5805028000008026061,George King,2023-09-18 21:08:00,2023-09-18 21:12:00,False
5805028000008092369,George King,2023-09-20 08:20:00,2024-03-28 23:43:00,False
5805028000008097198,Ulysses Adams,2023-09-20 08:31:00,2024-05-31 15:08:00,False
5805028000008176026,Diana Evans,2023-09-20 11:56:00,2023-09-20 11:57:00,False
5805028000008205056,Ulysses Adams,2023-09-20 15:35:00,2023-10-09 12:02:00,False
5805028000008246059,George King,2023-09-20 17:55:00,2023-09-20 17:56:00,False
5805028000008246089,Ulysses Adams,2023-09-20 18:27:00,2023-09-27 15:37:00,False
5805028000008246201,Mason Roberts,2023-09-20 19:54:00,2024-02-26 23:36:00,False
5805028000008271126,Julia Nelson,2023-09-20 18:52:00,2023-09-21 11:00:00,False
5805028000008336069,Julia Nelson,2023-09-20 22:32:00,2023-09-22 13:02:00,False
5805028000008337185,Julia Nelson,2023-09-21 08:37:00,2024-06-19 13:02:00,False
5805028000008350171,Julia Nelson,2023-09-21 09:30:00,2024-04-29 12:22:00,False
5805028000008359460,Mason Roberts,2023-09-21 14:14:00,2023-10-06 15:29:00,False
5805028000008427055,Mason Roberts,2023-09-21 16:49:00,2023-10-06 16:04:00,False
5805028000008485160,Victor Barnes,2023-09-22 08:37:00,2024-03-07 18:42:00,False
5805028000008496063,Kevin Parker,2023-09-21 22:54:00,2023-10-17 16:50:00,False
5805028000008496098,Diana Evans,2023-09-22 06:44:00,2023-09-22 06:46:00,False
5805028000008502125,Jane Smith,2023-09-22 01:02:00,2023-09-22 10:36:00,False
5805028000008542001,Charlie Davis,2023-09-22 08:43:00,2024-02-19 10:44:00,False
5805028000008575236,Charlie Davis,2023-09-22 14:57:00,2023-09-22 17:33:00,False
5805028000008584008,Jane Smith,2023-09-22 10:52:00,2024-02-19 11:18:00,False
5805028000008586057,Kevin Parker,2023-09-22 11:57:00,2024-02-02 09:44:00,False
5805028000008647458,Kevin Parker,2023-09-23 17:45:00,2024-04-18 22:16:00,False
5805028000008661326,Jane Smith,2023-09-23 17:10:00,2024-01-04 20:39:00,False
5805028000008667295,Mason Roberts,2023-09-23 08:38:00,2023-10-05 14:55:00,False
5805028000008681021,Jane Smith,2023-09-22 17:03:00,2023-09-22 17:08:00,False
5805028000008684403,Kevin Parker,2023-09-23 17:12:00,2023-09-25 10:25:00,False
5805028000008689210,Ulysses Adams,2023-09-23 10:50:00,2023-10-04 18:25:00,False
5805028000008757987,George King,2023-09-25 15:55:00,2023-09-26 15:48:00,False
5805028000008758811,Ulysses Adams,2023-09-25 12:23:00,2023-09-25 19:56:00,False
5805028000008772486,Julia Nelson,2023-09-24 22:14:00,2023-11-28 11:07:00,False
5805028000008776639,Ulysses Adams,2023-09-24 21:24:00,2023-10-05 11:04:00,False
5805028000008777419,Jane Smith,2023-09-24 19:31:00,2023-09-24 19:35:00,False
5805028000008783181,Ian Miller,2023-09-24 12:28:00,2024-06-14 09:27:00,False
5805028000008783552,Kevin Parker,2023-09-25 08:08:00,2023-11-21 12:57:00,False
5805028000008799151,Mason Roberts,2023-09-24 05:54:00,2023-10-04 15:18:00,False
5805028000008801381,Amy Green,2023-09-24 16:50:00,2024-04-08 17:06:00,False
5805028000008804090,Jane Smith,2023-09-23 22:32:00,2023-10-22 00:55:00,False
5805028000008965025,Ulysses Adams,2023-09-25 18:23:00,2023-09-26 19:28:00,False
5805028000008965420,Ulysses Adams,2023-09-26 08:10:00,2023-09-28 11:46:00,False
5805028000008967163,Charlie Davis,2023-09-26 06:26:00,2023-09-26 20:22:00,False
5805028000008969320,Kevin Parker,2023-09-26 08:37:00,2023-09-26 11:09:00,False
5805028000008970226,Julia Nelson,2023-09-26 07:11:00,2023-09-26 15:13:00,False
5805028000008970555,Ulysses Adams,2023-09-26 13:30:00,2023-11-20 12:37:00,False
5805028000008977364,Charlie Davis,2023-09-26 13:52:00,2023-09-26 16:57:00,False
5805028000008979296,Kevin Parker,2023-09-26 11:40:00,2024-02-03 11:18:00,False
5805028000008982290,Julia Nelson,2023-09-26 09:27:00,2023-09-26 19:32:00,False
